OONOPI,NLI3PI,CTYPPI,CNAMPI,CURLPI,DTYPPI,DVALPI,PORTPI,POETPI,CCDEPI
0046807-180524-0616112560                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0616112560                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買天天限量特價-5/24                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,FIXED_PRICE                                       ,39                                                ,                                                  ,                                                  ,                                                  
0046807-180524-0616112560                         ,3,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月購物車驚喜禮滿799折100-3                                                                                                                                                                                                                   ,https://www.rakuten.com.tw                                                                                                                                                                                                                                ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,V2KH-SYDB-WAJZ-QPUS                               
0046807-180524-0616112560                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0620374708                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-2                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,7HOW-XZEV-GN2V-SLNV                               
0046807-180524-0621116514                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0622111639                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,MX08-XTXY-2JM0-CTPJ                               
0046807-180524-0622111639                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0624073090                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0624073090                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0624403015                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,樂天卡友 愛買滿1000折200 - 5月 (5)                                                                                                                                                                                                                ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,200                                               ,                                                  ,                                                  ,1TNH-MZLB-UVEO-VEOV                               
0046807-180524-0624403015                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0625121935                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0625121935                         ,2,MALL_COUPON                                                                                                                                                                                                                                               ,【樂天會員生日獻禮】專屬150元生日金-5月全會員-4                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,150                                               ,                                                  ,                                                  ,3G1S-WAOP-XXWE-Z3ED                               
0046807-180524-0626471091                         ,1,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-0626471091                         ,2,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-0626471091                         ,3,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-0626471091                         ,4,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-0626471091                         ,5,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-0626471091                         ,6,SHOP_COUPON                                                                                                                                                                                                                                               ,冰品全系列 滿500現打8折                                                                                                                                                                                                                           ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,20                                                ,                                                  ,                                                  ,LOOC-LGV4-S2HT-MLV7                               
0046807-180524-0627224539                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0628023697                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0629324373                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,小家電系列92折                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0629324373                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0629324373                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0630553572                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0633285420                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0633285420                         ,2,MALL_COUPON                                                                                                                                                                                                                                               ,201805台新卡友首購獨享888折100                                                                                                                                                                                                                        ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,3BHF-1TKO-GX9O-MFDY                               
0046807-180524-0633398936                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0633520145                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0639226753                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買天天限量特價-5/24                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,FIXED_PRICE                                       ,39                                                ,                                                  ,                                                  ,                                                  
0046807-180524-0639226753                         ,2,MALL_COUPON                                                                                                                                                                                                                                               ,【樂天會員生日獻禮】專屬150元生日金-5月全會員-4                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,150                                               ,                                                  ,                                                  ,ZWWT-72Z4-D6KC-T9GD                               
0046807-180524-0640389022                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0640389022                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0640389022                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買天天限量特價-5/24                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,FIXED_PRICE                                       ,39                                                ,                                                  ,                                                  ,                                                  
0046807-180524-0640389022                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0640389022                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0640389022                         ,6,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0643448587                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0644090433                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0644176294                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,3C 全系列98折                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,2                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0648070686                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,涼夏端午 95折專區                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,5                                                 ,                                                  ,                                                  ,                                                  
0046807-180524-0651521634                         ,1,MALL_COUPON                                                                                                                                                                                                                                               ,2018年5月點數提醒購物禮499折50-7                                                                                                                                                                                                                    ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,50                                                ,                                                  ,                                                  ,TQKC-OT9G-MMI6-DQSD                               
