OONOPI,NLI3PI,CTYPPI,CNAMPI,CURLPI,DTYPPI,DVALPI,PORTPI,POETPI,CCDEPI
0046807-180523-2122126357                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2122126357                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,6,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,7,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2141170858                         ,8,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2146573112                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2229341675                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2229341675                         ,2,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,精選會員獨享-單筆滿699現折100                                                                                                                                                                                                                       ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,FRQA-NZHL-TALH-GP6M                               
0046807-180523-2233076945                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2233076945                         ,2,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,精選會員獨享-單筆滿699現折100                                                                                                                                                                                                                       ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,JKON-B5M0-Y3W6-4ZQ5                               
0046807-180523-2233318981                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2233318981                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2233318981                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2233318981                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2235052229                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2235052229                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買天天限量特價-5/22                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                                                          ,FIXED_PRICE                                       ,49                                                ,                                                  ,                                                  ,                                                  
0046807-180523-2235052229                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2235052229                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2235052229                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2235052229                         ,6,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2235052229                         ,7,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2239359422                         ,1,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,精選會員獨享-單筆滿699現折100-2                                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,ENM7-OOLX-KO1X-BGCE                               
0046807-180523-2239359422                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2240598565                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2244156939                         ,1,MALL_BULK_COUPON                                                                                                                                                                                                                                          ,精選會員獨享-單筆滿699現折100-3                                                                                                                                                                                                                     ,https://www.rakuten.com.tw/                                                                                                                                                                                                                               ,AMOUNT_OFF                                        ,100                                               ,                                                  ,                                                  ,MIOE-DBFH-CHLJ-EUYW                               
0046807-180523-2244156939                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2247315415                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2247315415                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2247315415                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,1,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,2,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,3,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,4,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,5,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,6,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,7,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,8,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
0046807-180523-2253106941                         ,9,SHOP_ITEM                                                                                                                                                                                                                                                 ,愛買日 全館92折                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                                                          ,PERCENT_OFF                                       ,8                                                 ,                                                  ,                                                  ,                                                  
